productType,company,brand,color,r,g,b
Lipstick,byredo,/byredo/makeup/lepper/leppestift/byredo-lipstick-matte-refill-320-attached,/byredo/makeup/lepper/leppestift/byredo-lipstick-matte-refill-109-reunion,247,247,247
Lipstick,byredo,/byredo/makeup/lepper/leppestift/byredo-lipstick-matte-refill-320-attached,/byredo/makeup/lepper/leppestift/byredo-lipstick-matte-refill-129-septembre,247,247,247
Lipstick,byredo,/byredo/makeup/lepper/leppestift/byredo-lipstick-transported,/byredo/makeup/lepper/leppestift/byredo-lipstick-transported,247,247,247
Lipstick,byredo,/byredo/makeup/lepper/leppestift/byredo-lipstick-on-the-fence,/byredo/makeup/lepper/leppestift/byredo-lipstick-on-the-fence,247,247,247
Lipstick,by-terry,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n5-secret-kiss,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n5-secret-kiss,129,68,54
Lipstick,by-terry,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n5-secret-kiss,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n1-sexy-nude,210,137,115
Lipstick,by-terry,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n5-secret-kiss,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n2-nudissimo,239,141,130
Lipstick,by-terry,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n5-secret-kiss,/by-terry/makeup/lepper/leppestift/by-terry-hyaluronic-hydra-balm-n3-tea-time,206,117,90
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-116-easy,199,143,127
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-82-live,208,77,91
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-91-boheme,237,50,86
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,173,85,84
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,197,117,112
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-160-wild,197,117,112
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-116-dream,202,123,121
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-122-zenith,211,95,103
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,/chanel/makeup/lepper/leppestift/chanel-colour-shine-intensity-in-a-flash-54-boy,222,154,133
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-hydrating-and-plumping-lipstick.-intense-long-lasting-colour-and-shine-154-kind,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour.-concentrated-radiance-and-care.-refillable-917-rose-boreal,0,0,0
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-412-teheran,219,95,85
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-416-coco,218,74,47
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-424-edith,218,96,109
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-191-rouge-brulant,198,87,94
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultra-hydrating-lip-colour-434-mademoiselle,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0400,160,53,83
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour.-concentrated-radiance-and-care.-refillable-917-rose-boreal,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-868,138,33,46
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour.-concentrated-radiance-and-care.-refillable-917-rose-boreal,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-867-roaring-purple,249,242,240
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour.-concentrated-radiance-and-care.-refillable-917-rose-boreal,/chanel/makeup/lepper/leppestift/chanel-ultrawear-shine-liquid-lip-colour-95-spell,116,23,33
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-867-roaring-purple,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-812-beige-brut,249,242,240
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-867-roaring-purple,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-854-rouge-puissant,249,242,240
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-867-roaring-purple,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-857-midnight-red,249,242,240
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-a-hydrating-tinted-lip-balm-that-offers-buildable-colour-for-better-looking-lips-day-after-day-940,/chanel/makeup/lepper/leppestift/chanel-a-hydrating-tinted-lip-balm-that-offers-buildable-colour-for-better-looking-lips-day-after-day-936,0,0,0
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-a-hydrating-tinted-lip-balm-that-offers-buildable-colour-for-better-looking-lips-day-after-day-940,/chanel/makeup/lepper/leppestift/chanel-a-hydrating-tinted-lip-balm-that-offers-buildable-colour-for-better-looking-lips-day-after-day-938,0,0,0
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-868,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-812,192,119,105
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-868,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-822,168,68,83
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-868,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-refillable-818,167,74,79
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-ultrawear-shine-liquid-lip-colour-94-cristal-pink,/chanel/makeup/lepper/flytende-leppestift/chanel-ultrawear-shine-liquid-lip-colour-63-ultimate,142,79,82
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-99-pirate,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-96-excentrique,253,68,29
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-99-pirate,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-104-passion,160,0,0
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-99-pirate,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-109-rouge-noir,60,8,11
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-luminous-intense-lip-colour-99-pirate,/chanel/makeup/lepper/flytende-leppestift/chanel-luminous-matte-lip-colour-58-rouge-vie,129,47,49
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0600,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0.0416666666666667,237,121,130
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0600,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0.208333333333333,158,90,91
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0600,/chanel/makeup/lepper/leppestift/chanel-limited-edition-luminous-matte-lip-colour-0000,183,66,72
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-832,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-812,192,119,105
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-832,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-854,167,13,26
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-832,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-838,193,37,74
Lipstick,chanel,/chanel/makeup/lepper/leppestift/chanel-high-intensity-lip-colour-concentrated-radiance-and-care-832,/chanel/makeup/lepper/leppestift/chanel-a-hydrating-tinted-lip-balm-that-offers-buildable-colour-for-better-looking-lips-day-after-day-940,0,0,0
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,171,92,87
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-01-pale-pink,244,195,204
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-02-pitaya,224,69,123
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-04-almond,174,138,121
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-lip-oil-balm-03-lychee,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-732-grenadine,163,81,86
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,182,96,93
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-711s-papaya,219,96,76
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-732s-grenadine,156,71,76
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-742s-joli-rouge,186,32,51
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-shiny-lipstick-705s-soft-berry,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-742v-jolie-roug,186,20,44
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-744-soft-plum,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-744-soft-plum,136,57,71
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-744-soft-plum,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-705-soft-berry,174,79,95
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-744-soft-plum,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-satin-lipstick-711-papaya,226,99,83
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-water-lip-stain-01-rose-water,/clarins/makeup/lepper/leppestift/clarins-water-lip-stain-01-rose-water,231,40,112
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-water-lip-stain-01-rose-water,/clarins/makeup/lepper/leppestift/clarins-water-lip-stain-03-red-water,206,6,14
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-742v-jolie-roug,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-705v-soft-berry,168,85,83
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-742v-jolie-roug,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-711v-papaya,185,83,67
Lipstick,clarins,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-742v-jolie-roug,/clarins/makeup/lepper/leppestift/clarins-joli-rouge-velvet-lips-732v-grenadine,156,73,76
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-almost-lipstick-black-honey,/clinique/makeup/lepper/leppestift/clinique-almost-lipstick-black-honey,78,29,22
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-almost-lipstick-black-honey,/clinique/makeup/lepper/leppestift/clinique-almost-lipstick-pink-honey,209,89,105
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-almost-lipstick-black-honey,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-20-red-alert,196,18,47
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,177,81,93
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-woppin-watermelon,219,130,145
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-fuller-fig,160,88,89
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-mighty-mimosa,227,114,124
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,179,104,104
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-chubby-stick-moisturizing-lip-colour-balm-super-strawberry,/clinique/makeup/lepper/leppestift/clinique-even-better-pop-lip-colour-foundation-lipstick-nestled,247,247,247
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-5-melon-pop,226,108,103
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-13-love-pop,160,56,87
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-1-nude-pop,212,134,117
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-33-mocha-pop,172,90,84
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-shine-23-blush-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-1-blushing-pop,181,106,97
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-44-raspberry-glace,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-44-raspberry-glace,200,93,106
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-44-raspberry-glace,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-23-all-heart,202,88,94
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-44-raspberry-glace,/clinique/makeup/lepper/leppestift/clinique-dramatically-different-lipstick-17-strawberry-ice,203,107,111
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-35-cola-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-35-cola-pop,125,57,62
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-35-cola-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-41-petal-pop,200,106,99
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-35-cola-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-satin-37-peppermint-pop,188,27,51
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-1-blushing-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-9-beach-pop,163,93,94
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-1-blushing-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-13-peony-pop,200,109,122
Lipstick,clinique,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-1-blushing-pop,/clinique/makeup/lepper/leppestift/clinique-pop-longwear-lipstick-matte-2-icon-pop,144,42,50
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-373-rose-celestial,231,113,134
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-521-diorelita,189,108,110
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-628-pink-bow,165,88,94
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-329-tie-Lipstick,dior,196,109,105
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,191,25,42
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-644-sydney,183,62,66
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-999-velvet,203,5,9
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-525-cherie,228,90,80
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-999-forever-Lipstick,dior,219,47,43
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-dior-addict-shine-lipstick-90-natural-origin-refillable-329-tie-Lipstick,dior,196,109,105
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-683-rendez-vous,202,95,94
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-colour-refillable-lipstick-743-rouge-zinnia,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-100-forever-nude,179,119,111
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-418-beige-oblique,180,99,94
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-422-rose-des-vents,192,110,110
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-329-tie-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-refill-shine-lipstick-90-natural-origin-976-be-Lipstick,dior,196,33,48
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-771-natural-berry,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-351-natural-nude,211,79,105
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-771-natural-berry,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-541-natural-sienna,193,65,57
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-771-natural-berry,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-491-natural-rosewood,157,56,74
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-100-forever-nude,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-999-forever-Lipstick,dior,166,27,25
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-100-forever-nude,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-558-forever-grace,167,87,91
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-100-forever-nude,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-300-forever-nude-style,161,95,90
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-100-forever-nude,/dior/makeup/lepper/leppestifter/dior-dior-addict-lip-tint-771-natural-berry,143,33,41
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-999-forever-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-883-forever-daring,135,44,57
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-999-forever-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-100-forever-nude-look,212,142,127
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-999-forever-Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-lipstick-742-forever-sisterhood,215,30,45
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-683-rendez-vous,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-964-ambitious,164,78,83
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-683-rendez-vous,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-277-osee,222,122,139
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-683-rendez-vous,/dior/makeup/lepper/leppestifter/dior-rouge-dior-couture-color-lipstick-refill-434-promenade,166,77,67
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-840-rayonnante,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-875-enigmatic,171,24,26
Lipstick,dior,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-840-rayonnante,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-890-triumphant,216,46,12
Lipstick,dior,/dior/makeup/lepper/leppestifter,/dior/makeup/lepper/leppestifter/dior-rouge-dior-forever-liquid-lipstick-840-rayonnante,196,41,19
Lipstick,dior,/dior/makeup/lepper/leppestifter,/dior/makeup/lepper/leppestifter/dior-rouge-dior-balm-refill-000-diornatural,91,21,83
Lipstick,dolce-gabbana,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-200-gratitude,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-200-gratitude,191,92,94
Lipstick,dolce-gabbana,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-200-gratitude,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-100-hope,181,128,112
Lipstick,dolce-gabbana,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-200-gratitude,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-105-respect,196,124,115
Lipstick,dolce-gabbana,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-200-gratitude,/dolce-gabbana/makeup/lepper/leppestift/dolce-gabbana-everkiss-liquid-lip-no-transfer-soft-matte-lipstick-110-generosity,180,106,88
